Date,Adj Close
2005-08-01,34.358917236328125
2005-09-01,34.78200149536133
2005-10-01,34.261962890625
2005-11-01,36.350982666015625
2005-12-01,35.61940383911133
2006-01-01,37.11019515991211
2006-02-01,36.314979553222656
2006-03-01,37.0483512878418
2006-04-01,37.00361251831055
2006-05-01,34.32447814941406
2006-06-01,34.2802734375
2006-07-01,32.825748443603516
2006-08-01,34.391841888427734
2006-09-01,35.96675109863281
2006-10-01,37.69609832763672
2006-11-01,38.98863220214844
2006-12-01,38.20955276489258
2007-01-01,39.06271743774414
2007-02-01,38.406795501708984
2007-03-01,38.58407974243164
2007-04-01,40.763648986816406
2007-05-01,42.049705505371094
2007-06-01,42.21823501586914
2007-07-01,42.18909454345703
2007-08-01,43.378517150878906
2007-09-01,45.63310623168945
2007-10-01,48.871726989746094
2007-11-01,45.56803894042969
2007-12-01,45.488101959228516
2008-01-01,40.12138748168945
2008-02-01,38.18333053588867
2008-03-01,38.867881774902344
2008-04-01,42.003353118896484
2008-05-01,44.49455261230469
2008-06-01,40.18833923339844
2008-07-01,40.47455978393555
2008-08-01,41.06219482421875
2008-09-01,34.64289093017578
2008-10-01,29.302810668945312
2008-11-01,25.94399070739746
2008-12-01,26.496374130249023
2009-01-01,25.92812156677246
2009-02-01,24.56300926208496
2009-03-01,27.052331924438477
2009-04-01,30.63612174987793
2009-05-01,31.619197845458984
2009-06-01,32.51289749145508
2009-07-01,35.299922943115234
2009-08-01,35.81890106201172
2009-09-01,37.80536651611328
2009-10-01,36.68656921386719
2009-11-01,39.015289306640625
2009-12-01,40.97679138183594
2010-01-01,38.389564514160156
2010-02-01,40.1569938659668
2010-03-01,43.20732498168945
2010-04-01,44.22343444824219
2010-05-01,40.95427322387695
2010-06-01,38.35869216918945
2010-07-01,41.30189895629883
2010-08-01,39.18315124511719
2010-09-01,44.24109649658203
2010-10-01,47.155216217041016
2010-11-01,47.07388687133789
2010-12-01,49.215641021728516
2011-01-01,50.70769500732422
2011-02-01,52.31041717529297
2011-03-01,52.002559661865234
2011-04-01,53.57210922241211
2011-05-01,52.919212341308594
2011-06-01,51.73135757446289
2011-07-01,52.710716247558594
2011-08-01,50.0388298034668
2011-09-01,47.70320129394531
2011-10-01,52.76295471191406
2011-11-01,51.34257888793945
2011-12-01,50.83272171020508
2012-01-01,55.32292175292969
2012-02-01,58.86915969848633
2012-03-01,61.739036560058594
2012-04-01,61.12057876586914
2012-05-01,56.81760025024414
2012-06-01,58.74021530151367
2012-07-01,59.46250915527344
2012-08-01,62.545738220214844
2012-09-01,62.921974182128906
2012-10-01,59.77009582519531
2012-11-01,60.552337646484375
2012-12-01,59.93576431274414
2013-01-01,61.87974166870117
2013-02-01,62.092567443847656
2013-03-01,63.8230094909668
2013-04-01,65.59387969970703
2013-05-01,67.94048309326172
2013-06-01,66.1040267944336
2013-07-01,70.50017547607422
2013-08-01,70.22101593017578
2013-09-01,73.39384460449219
2013-10-01,77.26321411132812
2013-11-01,80.00695037841797
2013-12-01,82.08810424804688
2014-01-01,80.76666259765625
2014-02-01,84.57701110839844
2014-03-01,82.41806030273438
2014-04-01,82.34270477294922
2014-05-01,86.0362777709961
2014-06-01,88.48612976074219
2014-07-01,89.7726058959961
2014-08-01,94.26972961425781
2014-09-01,93.33439636230469
2014-10-01,96.02820587158203
2014-11-01,100.39395904541016
2014-12-01,97.78018188476562
2015-01-01,96.100830078125
2015-02-01,103.03984832763672
2015-03-01,100.37831115722656
2015-04-01,102.54322814941406
2015-05-01,104.84886169433594
2015-06-01,102.0096664428711
2015-07-01,106.90436553955078
2015-08-01,99.60869598388672
2015-09-01,97.17364501953125
2015-10-01,108.48548126220703
2015-11-01,109.14596557617188
2015-12-01,107.07830810546875
2016-01-01,99.98316955566406
2016-02-01,98.41808319091797
2016-03-01,104.85124969482422
2016-04-01,101.81096649169922
2016-05-01,106.2601318359375
2016-06-01,103.56367492675781
2016-07-01,111.26490020751953
2016-08-01,112.43325805664062
2016-09-01,114.63480377197266
2016-10-01,113.24736022949219
2016-11-01,113.74103546142578
2016-12-01,114.689697265625
2017-01-01,120.94145202636719
2017-02-01,126.23271179199219
2017-03-01,128.52395629882812
2017-04-01,132.30340576171875
2017-05-01,137.45974731445312
2017-06-01,133.90870666503906
2017-07-01,139.72677612304688
2017-08-01,142.6241455078125
2017-09-01,141.89247131347656
2017-10-01,148.75347900390625
2017-11-01,151.6865234375
2017-12-01,152.28292846679688
2018-01-01,165.96475219726562
2018-02-01,163.81918334960938
2018-03-01,156.88275146484375
2018-04-01,157.93212890625
2018-05-01,166.89149475097656
2018-06-01,168.4419403076172
2018-07-01,173.52284240722656
2018-08-01,183.55364990234375
2018-09-01,182.70791625976562
2018-10-01,167.30337524414062
2018-11-01,166.8600311279297
2018-12-01,151.97396850585938
2019-01-01,166.1419677734375
2019-02-01,171.11160278320312
2019-03-01,177.5039520263672
2019-04-01,187.60617065429688
2019-05-01,172.1752471923828
2019-06-01,184.83477783203125
2019-07-01,189.56849670410156
2019-08-01,185.96759033203125
2019-09-01,187.29681396484375
2019-10-01,195.89479064941406
2019-11-01,203.8665771484375
2019-12-01,211.33139038085938
2020-01-01,218.22467041015625
2020-02-01,205.005859375
2020-03-01,189.66526794433594
2020-04-01,218.5299835205078
2020-05-01,232.95489501953125
2020-06-01,247.17018127441406
2020-07-01,265.7900085449219
2020-07-31,265.7900085449219
