Date,Adj Close
2014-10-01,22.893518447875977
2014-11-01,24.298246383666992
2014-12-01,23.26070213317871
2015-01-01,23.56032371520996
2015-02-01,24.91259002685547
2015-03-01,25.089513778686523
2015-04-01,24.805904388427734
2015-05-01,24.351591110229492
2015-06-01,23.543426513671875
2015-07-01,24.01551628112793
2015-08-01,22.331287384033203
2015-09-01,20.888559341430664
2015-10-01,23.019882202148438
2015-11-01,23.261381149291992
2015-12-01,22.34564971923828
2016-01-01,20.57063102722168
2016-02-01,19.940181732177734
2016-03-01,21.88556480407715
2016-04-01,22.2296142578125
2016-05-01,21.89457130432129
2016-06-01,20.639080047607422
2016-07-01,22.110349655151367
2016-08-01,22.617382049560547
2016-09-01,22.6354923248291
2016-10-01,22.372920989990234
2016-11-01,21.530879974365234
2016-12-01,22.726036071777344
2017-01-01,23.808103561401367
2017-02-01,23.927330017089844
2017-03-01,25.06454086303711
2017-04-01,25.75237464904785
2017-05-01,26.889585494995117
2017-06-01,26.28887939453125
2017-07-01,27.104103088378906
2017-08-01,27.228384017944336
2017-09-01,28.706653594970703
2017-10-01,29.429903030395508
2017-11-01,29.359821319580078
2017-12-01,29.518674850463867
2018-01-01,30.995073318481445
2018-02-01,28.556209564208984
2018-03-01,28.257190704345703
2018-04-01,28.66834259033203
2018-05-01,27.76194190979004
2018-06-01,26.827510833740234
2018-07-01,28.289730072021484
2018-08-01,26.899829864501953
2018-09-01,26.937646865844727
2018-10-01,24.39421844482422
2018-11-01,24.148387908935547
2018-12-01,22.333003997802734
2019-01-01,24.178260803222656
2019-02-01,24.08193016052246
2019-03-01,24.457609176635742
2019-04-01,26.129858016967773
2019-05-01,26.191511154174805
2019-06-01,25.526845932006836
2019-07-01,24.979293823242188
2019-08-01,24.929868698120117
2019-09-01,25.315383911132812
2019-10-01,27.03536605834961
2019-11-01,27.38134002685547
2019-12-01,27.779705047607422
2020-01-01,26.791099548339844
2020-02-01,24.665607452392578
2020-03-01,20.360246658325195
2020-04-01,22.470911026000977
2020-05-01,24.346288681030273
2020-06-01,25.786680221557617
2020-07-01,27.110000610351562
2020-07-31,27.06999969482422
