Date,Open,High,Low,Close,Adj Close,Volume
2015-08-01,68.639999,70.739998,58.740002,66.430000,54.174152,486283800
2015-09-01,64.519997,66.440002,59.389999,61.200001,49.909050,377168200
2015-10-01,61.980000,69.669998,60.509998,68.029999,55.888191,438010500
2015-11-01,67.620003,71.930000,65.199997,68.019997,55.879971,320363500
2015-12-01,68.080002,68.620003,58.209999,60.320000,49.554249,554894900
2016-01-01,60.160000,60.779999,49.930000,58.209999,48.253983,614673100
2016-02-01,57.240002,58.520000,52.369999,56.580002,46.902782,584068500
2016-03-01,56.980000,64.279999,56.400002,61.889999,51.304577,497520400
2016-04-01,60.820000,68.820000,59.939999,67.500000,56.354568,377361300
2016-05-01,67.379997,67.919998,63.500000,66.870003,55.828594,290212200
2016-06-01,66.220001,70.260002,64.110001,68.239998,56.972378,332050300
2016-07-01,68.160004,69.820000,65.690002,67.379997,56.624790,241065400
2016-08-01,66.790001,71.000000,64.570000,68.510002,57.574421,354955200
2016-09-01,68.220001,71.940002,66.139999,70.610001,59.339237,400166200
2016-10-01,70.730003,71.980003,68.500000,68.620003,58.015415,264801500
2016-11-01,69.129997,75.120003,67.000000,74.430000,62.927521,368265600
2016-12-01,75.809998,78.449997,74.360001,75.320000,63.679985,290149800
2017-01-01,76.110001,76.809998,72.129997,72.900002,61.959846,227973500
2017-02-01,73.290001,73.779999,70.629997,71.379997,60.667938,246765900
2017-03-01,72.040001,73.139999,67.860001,69.900002,59.410049,382138100
2017-04-01,70.010002,71.489998,67.110001,67.839996,58.005058,282260400
2017-05-01,67.820000,68.870003,65.099998,65.440002,55.952995,336386700
2017-06-01,65.470001,67.550003,63.639999,64.919998,55.508385,412892800
2017-07-01,65.150002,67.129997,63.290001,66.620003,57.354073,310718600
2017-08-01,66.660004,66.989998,61.799999,62.970001,54.211735,283553400
2017-09-01,63.070000,68.900002,62.910000,68.480003,58.955372,259606700
2017-10-01,67.750000,68.930000,66.339996,67.910004,59.234577,214843500
2017-11-01,68.320000,70.470001,66.910004,67.099998,58.528038,398180100
2017-12-01,69.589996,72.720001,66.690002,72.260002,63.028862,222031900
2018-01-01,72.620003,78.389999,72.389999,74.849998,65.722725,296575500
2018-02-01,74.949997,75.669998,64.449997,66.739998,58.601665,396020700
2018-03-01,66.669998,69.019997,65.650002,67.410004,59.189968,298143200
2018-04-01,67.150002,74.669998,64.930000,73.809998,65.270966,325302000
2018-05-01,73.440002,79.419998,72.430000,76.019997,67.225304,368692400
2018-06-01,76.279999,77.650002,73.139999,75.940002,67.154549,307137000
2018-07-01,75.410004,78.000000,73.980003,77.120003,68.658714,249231000
2018-08-01,76.449997,76.500000,71.699997,74.440002,66.272751,256055200
2018-09-01,74.779999,77.010002,71.779999,75.739998,67.430099,231780300
2018-10-01,76.019997,78.360001,64.370003,67.160004,60.202606,434624500
2018-11-01,67.300003,70.370003,63.439999,66.110001,59.261383,403394800
2018-12-01,67.620003,67.989998,53.360001,57.349998,51.408863,477197000
2019-01-01,56.439999,64.080002,56.150002,63.779999,57.707546,333689000
2019-02-01,64.470001,66.930000,61.869999,65.250000,59.037594,209874900
2019-03-01,65.599998,67.419998,63.310001,66.120003,59.824764,306595100
2019-04-01,66.559998,68.809998,65.610001,66.110001,60.284840,252909800
2019-05-01,66.129997,66.330002,58.770000,58.770000,53.591599,333142100
2019-06-01,59.169998,63.930000,59.080002,63.709999,58.096317,291846100
2019-07-01,64.500000,64.709999,61.740002,62.700001,57.697201,225625800
2019-08-01,62.009998,62.299999,55.549999,57.480000,52.893696,378842600
2019-09-01,56.549999,63.650002,56.380001,59.200001,54.476463,350628200
2019-10-01,59.400002,60.060001,55.639999,57.959999,53.823196,317613800
2019-11-01,58.250000,61.830002,58.090000,58.889999,54.686817,264399100
2019-12-01,59.090000,62.439999,57.799999,60.040001,55.754734,283019400
2020-01-01,60.439999,61.310001,53.160000,53.439999,51.608555,349273800
2020-02-01,53.369999,55.400002,43.520000,45.270000,43.718548,485108900
2020-03-01,46.279999,47.990002,22.879999,29.059999,28.064083,985547400
2020-04-01,28.120001,39.080002,27.230000,38.000000,37.518879,926797600
2020-05-01,37.220001,40.360001,34.299999,38.759998,38.269253,580979300
2020-06-01,38.700001,46.880001,36.320000,37.849998,37.370777,675180300
2020-07-01,38.000000,38.549999,34.240002,37.720001,37.720001,396044300
2020-07-23,37.660000,37.910000,37.240002,37.720001,37.720001,20984122
