Date,Open,High,Low,Close,Adj Close,Volume
2015-08-01,68.070000,68.379997,48.049999,64.519997,54.988121,21873800
2015-09-01,62.840000,65.510002,61.250000,62.650002,53.394390,16802100
2015-10-01,62.750000,68.379997,61.779999,67.919998,58.374123,14379000
2015-11-01,67.949997,69.070000,66.169998,68.070000,58.503052,11268300
2015-12-01,68.320000,68.709999,65.360001,66.750000,57.368572,20440300
2016-01-01,65.769997,66.349998,60.220001,64.870003,56.263351,29365500
2016-02-01,64.389999,66.430000,61.790001,65.199997,56.549561,27848400
2016-03-01,65.750000,69.480003,65.559998,69.040001,59.880096,22896200
2016-04-01,68.610001,70.599998,68.110001,69.540001,60.738651,16123700
2016-05-01,69.709999,70.769997,68.239998,70.510002,61.585888,15854400
2016-06-01,70.279999,71.620003,67.879997,71.459999,62.415642,25325500
2016-07-01,71.410004,73.699997,70.559998,73.139999,64.407417,19885500
2016-08-01,73.209999,73.459999,72.239998,72.919998,64.213684,15050000
2016-09-01,72.940002,73.570000,70.650002,72.139999,63.526806,18433400
2016-10-01,72.019997,72.180000,70.459999,71.220001,63.136463,14493700
2016-11-01,71.309998,74.650002,69.959999,74.230003,65.804832,22744000
2016-12-01,74.360001,77.239998,73.959999,75.769997,67.170036,27824300
2017-01-01,76.230003,76.580002,75.190002,75.739998,67.730217,28176100
2017-02-01,75.849998,78.660004,75.199997,78.449997,70.153625,16628000
2017-03-01,78.940002,79.620003,76.629997,77.650002,69.438232,22841800
2017-04-01,77.709999,78.309998,76.529999,77.589996,69.886703,14101500
2017-05-01,77.760002,77.980003,76.070000,77.870003,70.138916,18135200
2017-06-01,78.029999,79.870003,77.660004,78.160004,70.400131,15271500
2017-07-01,78.400002,79.589996,77.580002,79.419998,72.078743,16019500
2017-08-01,79.620003,79.839996,77.839996,79.279999,71.951683,15069800
2017-09-01,79.410004,81.430000,78.629997,81.070000,73.576233,12500400
2017-10-01,81.110001,83.410004,81.029999,82.480003,75.413559,14726600
2017-11-01,82.760002,85.430000,81.940002,85.010002,77.726799,15971800
2017-12-01,84.989998,86.889999,83.900002,85.629997,78.293678,23287000
2018-01-01,85.879997,90.930000,85.669998,89.150002,82.124916,26693400
2018-02-01,88.830002,89.480003,80.320000,84.940002,78.246674,24098400
2018-03-01,84.949997,87.269997,80.860001,82.489998,75.989716,18157500
2018-04-01,82.290001,84.639999,79.779999,82.599998,76.666946,18135900
2018-05-01,82.400002,85.110001,80.570000,83.919998,77.892151,17304100
2018-06-01,84.349998,86.209999,82.389999,83.050003,77.084641,14008300
2018-07-01,82.570000,86.589996,82.379997,86.449997,80.846260,11708900
2018-08-01,86.290001,88.120003,85.260002,87.410004,81.744026,15818100
2018-09-01,87.360001,89.470001,86.830002,87.089996,81.444771,10869500
2018-10-01,87.559998,88.389999,80.760002,83.260002,78.461380,26756200
2018-11-01,83.550003,86.430000,82.720001,86.220001,81.250793,24646300
2018-12-01,87.180000,87.209999,73.180000,77.989998,73.495110,65062300
2019-01-01,77.070000,82.889999,76.580002,82.750000,78.739922,44326600
2019-02-01,82.970001,86.430000,82.230003,85.870003,81.708725,16480900
2019-03-01,86.379997,87.150002,83.959999,85.660004,81.508919,22954500
2019-04-01,86.110001,88.250000,85.800003,88.089996,84.466537,16806000
2019-05-01,88.169998,88.180000,82.449997,82.529999,79.135246,21982000
2019-06-01,82.720001,87.910004,82.680000,87.379997,83.785751,18503800
2019-07-01,88.000000,89.349998,87.419998,88.010002,85.001747,14852800
2019-08-01,88.029999,88.730003,83.320000,86.160004,83.214989,22452700
2019-09-01,85.680000,90.110001,85.209999,88.730003,85.697144,19848400
2019-10-01,88.989998,90.029999,85.070000,89.660004,87.362755,20627400
2019-11-01,90.000000,92.120003,89.989998,91.760002,89.408951,29942600
2019-12-01,91.849998,94.620003,90.050003,93.709999,91.308975,30874800
2020-01-01,94.099998,94.830002,91.040001,91.360001,89.759354,29736800
2020-02-01,91.760002,94.860001,80.180000,82.500000,81.054573,33943900
2020-03-01,83.019997,87.620003,60.070000,70.750000,69.510437,95481800
2020-04-01,67.930000,80.300003,67.160004,78.010002,77.198891,59329200
2020-05-01,76.830002,80.980003,72.529999,80.220001,79.385918,36285500
2020-06-01,79.980003,86.800003,76.290001,78.779999,77.960884,43708600
2020-07-01,79.019997,82.870003,77.010002,82.370003,82.370003,26364300
2020-07-23,82.389999,82.869904,82.055000,82.370003,82.370003,1955712
