Date,Open,High,Low,Close,Adj Close,Volume
2015-08-01,51.439999,52.560001,44.639999,48.480000,44.572624,306018600
2015-09-01,46.360001,48.080002,44.560001,45.720001,42.035084,303591200
2015-10-01,45.919998,50.200001,45.480000,49.279999,45.308147,228060700
2015-11-01,49.160000,50.599998,49.160000,49.520000,45.528797,147815800
2015-12-01,50.080002,50.279999,47.840000,48.480000,44.572624,196623600
2016-01-01,47.560001,48.400002,42.560001,46.000000,42.602345,313575700
2016-02-01,46.000000,46.000000,40.720001,43.560001,40.342567,276876700
2016-03-01,44.160000,46.639999,44.040001,45.639999,42.268932,193153500
2016-04-01,44.320000,49.000000,43.400002,45.680000,42.305981,259708300
2016-05-01,46.480000,47.400002,45.560001,47.160000,43.676662,175255900
2016-06-01,47.119999,48.080002,44.599998,46.000000,42.602345,221599300
2016-07-01,45.880001,48.360001,45.439999,48.240002,45.028862,183485800
2016-08-01,48.400002,49.720001,47.320000,49.119999,45.850281,157622000
2016-09-01,49.439999,51.480000,48.240002,50.160000,46.821060,152989800
2016-10-01,49.919998,50.599998,49.000000,50.520000,47.157093,115499900
2016-11-01,50.520000,50.520000,49.119999,49.889999,46.569027,216719600
2016-12-01,49.619999,51.389999,48.790001,48.860001,45.607597,142580400
2017-01-01,49.060001,51.500000,48.930000,50.570000,47.753979,151953900
2017-02-01,50.959999,51.759998,50.630001,51.230000,48.377220,102874200
2017-03-01,51.689999,52.380001,50.840000,51.500000,48.632179,144629300
2017-04-01,51.560001,52.220001,50.580002,51.860001,48.972137,114701700
2017-05-01,52.049999,53.389999,51.990002,53.290001,50.322510,108096200
2017-06-01,53.700001,54.900002,53.270000,53.650002,50.662460,144236300
2017-07-01,53.590000,54.799999,52.810001,54.759998,52.043636,112747200
2017-08-01,55.209999,55.279999,54.060001,54.709999,51.996117,109673500
2017-09-01,54.630001,55.830002,54.040001,55.709999,52.946510,116612000
2017-10-01,55.580002,58.669998,55.490002,58.650002,55.740677,163319100
2017-11-01,59.029999,60.169998,57.570000,59.910000,56.938171,185488400
2017-12-01,59.680000,60.700001,58.840000,59.930000,56.957180,149869500
2018-01-01,60.080002,64.720001,60.000000,62.939999,60.214195,228189700
2018-02-01,63.080002,63.459999,57.580002,61.070000,58.425186,277529500
2018-03-01,60.299999,61.240002,58.270000,60.680000,58.052074,256273500
2018-04-01,60.070000,61.139999,59.259998,60.639999,58.013809,143420100
2018-05-01,60.549999,61.660000,59.599998,59.740002,57.152786,149950700
2018-06-01,60.130001,61.180000,57.799999,57.910000,55.402039,156976300
2018-07-01,56.680000,59.730000,56.630001,58.529999,56.428673,159133100
2018-08-01,58.980000,59.070000,56.450001,58.220001,56.129803,114021800
2018-09-01,57.459999,60.720001,56.560001,60.230000,58.067638,146328900
2018-10-01,60.480000,60.830002,53.000000,54.840000,52.871147,319529900
2018-11-01,54.490002,56.060001,53.450001,55.340000,53.353199,192742200
2018-12-01,56.200001,56.220001,48.990002,50.689999,48.870140,347929600
2019-01-01,50.139999,54.439999,50.130001,54.279999,52.737778,206334800
2019-02-01,54.130001,55.360001,52.430000,54.360001,52.815510,152681100
2019-03-01,54.509998,55.209999,52.930000,54.720001,53.165279,193041500
2019-04-01,55.220001,55.650002,54.619999,55.419998,53.845390,150375000
2019-05-01,55.470001,55.990002,52.500000,52.720001,51.222107,174598900
2019-06-01,52.970001,55.110001,52.790001,54.580002,53.029259,111491500
2019-07-01,55.580002,55.720001,53.939999,54.349998,53.286354,96475000
2019-08-01,54.580002,55.049999,52.330002,53.919998,52.864769,169882300
2019-09-01,53.869999,57.450001,53.840000,56.740002,55.629585,138407700
2019-10-01,56.779999,58.680000,55.529999,58.680000,57.531616,148223400
2019-11-01,59.250000,60.150002,59.169998,59.430000,58.266937,124385800
2019-12-01,59.549999,60.750000,58.939999,59.240002,58.080662,143269200
2020-01-01,59.799999,59.970001,57.560001,57.750000,57.295322,161532600
2020-02-01,58.169998,60.070000,51.689999,52.959999,52.543037,275386100
2020-03-01,52.910000,54.119999,41.610001,49.389999,49.001144,354630300
2020-04-01,47.119999,53.660000,46.369999,51.759998,51.352482,172018900
2020-05-01,51.049999,56.480000,50.060001,55.410000,54.973747,142360700
2020-06-01,55.619999,57.910000,54.070000,54.919998,54.487602,163459300
2020-07-01,54.660000,56.040001,54.570000,55.790001,55.790001,38401000
2020-07-10,55.380001,55.820000,55.320000,55.790001,55.790001,5980710
